jobs_id,job_position,job_title,PEP,PEP2,date_record
276,CACIQUE_LOCAL,CACIQUE_LOCAL,,0,04/03/19
277,CACIQUE_REGIONAL,CACIQUE_REGIONAL,,0,04/03/19
278,CADETE_DE POLICIA,CADETE_DE POLICIA,,0,04/03/19
279,CAJERO,CAJERO_I,,0,04/03/19
280,CAJERO,CAJERO_II,,0,04/03/19
281,CAJERO,CAJERO_III,,0,04/03/19
282,CAJERO,CAJERO_JEFE I,,0,04/03/19
283,CAJERO,CAJERO_JEFE II,,0,04/03/19
284,CALCULISTA,CALCULISTA,,0,04/03/19
285,CAMAROGRAFO,CAMAROGRAFO,,0,04/03/19
286,CAMAROGRAFO_ASISTENTE,CAMAROGRAFO_ASISTENTE,,0,04/03/19
287,CAMAROGRAFO_DE FOTOGRAFIA AEREA,CAMAROGRAFO_DE FOTOGRAFIA AEREA,,0,04/03/19
288,CAMILLERO,CAMILLERO,,0,04/03/19
289,CAPATAZ_DE CONSTRUCCION,CAPATAZ_DE CONSTRUCCION I,,0,04/03/19
290,CAPATAZ_DE CONSTRUCCION,CAPATAZ_DE CONSTRUCCION II,,0,04/03/19
291,CAPATAZ_DE CONSTRUCCION Y MANTENIMIENTO,CAPATAZ_DE CONSTRUCCION Y MANTENIMIENTO,,0,04/03/19
292,CAPATAZ_GENERAL,CAPATAZ_GENERAL,,0,04/03/19
293,CAPELLAN,CAPELLAN,,0,04/03/19
294,CAPITAN,CAPITAN,,0,04/03/19
295,CAPITAN_DE BARCO DE CABOTAJE,CAPITAN_DE BARCO DE CABOTAJE,,0,04/03/19
296,CAPITAN_SALONERO,CAPITAN_SALONERO,,0,04/03/19
297,CAPTURADOR_DE DATOS,CAPTURADOR_DE DATOS,,0,04/03/19
298,CARGO_GENERICO,CARGO_GENERICO,,0,04/03/19
299,CARNICERO,CARNICERO,,0,04/03/19
300,CARPINTERO,CARPINTERO_ I,,0,04/03/19
301,CARPINTERO,CARPINTERO_II,,0,04/03/19
302,CARPINTERO,CARPINTERO_III (SUPERVISOR),,0,04/03/19
303,CARTERO,CARTERO,,0,04/03/19
304,CARTOGRAFO_CENSAL,CARTOGRAFO_CENSAL II,,0,04/03/19
305,CELADOR,CELADOR,,0,04/03/19
306,CERRAJERO,CERRAJERO,,0,04/03/19
307,CHAPISTERO,CHAPISTERO_I,,0,04/03/19
308,CHAPISTERO,CHAPISTERO_II,,0,04/03/19
309,CHAPISTERO,CHAPISTERO_III (SUPERVISOR),,0,04/03/19
310,CITADOR,CITADOR,,0,04/03/19
311,CITOTECNOLOGO,CITOTECNOLOGO_I - VII,,0,04/03/19
312,CITOTECNOLOGO,CITOTECNOLOGO_II - I,,0,04/03/19
313,CITOTECNOLOGO,CITOTECNOLOGO_II - III,,0,04/03/19
314,CITOTECNOLOGO,CITOTECNOLOGO_II - VII,,0,04/03/19
315,COBRADOR,COBRADOR,,0,04/03/19
316,COBRADOR_DE AUTOPISTA,COBRADOR_DE AUTOPISTA II,,0,04/03/19
317,COCINERO,COCINERO_ I,,0,04/03/19
318,COCINERO,COCINERO_II,,0,04/03/19
319,COCINERO,COCINERO_III,,0,04/03/19
320,COCINERO,COCINERO_JEFE,,0,04/03/19
321,COMISIONADO_DE POLICIA,COMISIONADO_DE POLICIA,P,1,04/03/19
322,CONCEJAL,CONCEJAL,P,2,04/03/19
323,CONCERTADOR_SOCIAL,CONCERTADOR_SOCIAL,,0,04/03/19
324,CONCILIADOR,CONCILIADOR_I,,0,04/03/19
325,CONCILIADOR,CONCILIADOR_II,,0,04/03/19
326,CONDUCTOR_DE VEHICULO,CONDUCTOR_DE VEHICULO   I,,0,04/03/19
327,CONDUCTOR_DE VEHICULO,CONDUCTOR_DE VEHICULO  II,,0,04/03/19
328,CONDUCTOR_DE VEHICULO,CONDUCTOR_DE VEHICULO  IV (DE EJECUTIVO),,0,04/03/19
329,CONDUCTOR_DE VEHICULO,CONDUCTOR_DE VEHICULO III,,0,04/03/19
330,CONDUCTOR_DE VEHICULO PESADO,CONDUCTOR_DE VEHICULO PESADO I,,0,04/03/19
331,CONDUCTOR_DE VEHICULO PESADO,CONDUCTOR_DE VEHICULO PESADO II,,0,04/03/19
332,CONSEJERO_DE 1RA. (CARRERA DIPLOMATICA),CONSEJERO_DE 1RA. (CARRERA DIPLOMATICA),P,1,04/03/19
333,CONSEJERO_DE 2DA. (CARRERA DIPLOMATICA),CONSEJERO_DE 2DA. (CARRERA DIPLOMATICA),P,1,04/03/19
334,CONSEJERO_ECONOMICO,CONSEJERO_ECONOMICO,,0,04/03/19
335,CONSUL,CONSUL_DE 1RA.,P,1,04/03/19
336,CONSUL,CONSUL_DE 2DA.,P,1,04/03/19
337,CONSUL_GENERAL,CONSUL_GENERAL DE 1RA. (MARINA MERCANTE),P,1,04/03/19
338,CONSUL_GENERAL,CONSUL_GENERAL DE 2DA. (MARINA MERCANTE),P,1,04/03/19
339,CONSULTOR,CONSULTOR,,1,04/03/19
340,CONTADOR,CONTADOR_I,,0,04/03/19
341,CONTADOR,CONTADOR_II,,0,04/03/19
342,CONTADOR,CONTADOR_III (SUPERVISOR),,0,04/03/19
343,CONTRALOR_GENERAL DE LA REPUBLICA,CONTRALOR_GENERAL DE LA REPUBLICA,P,1,04/03/19
344,COORDINADOR_ADMINISTRATIVO Y FINANCIERO,COORDINADOR_ADMINISTRATIVO Y FINANCIERO,,0,04/03/19
345,COORDINADOR_DE ACTIVIDADES DEPORTIVAS,COORDINADOR_DE ACTIVIDADES DEPORTIVAS,,0,04/03/19
346,COORDINADOR_DE ACTIVIDADES FOLKLORICAS,COORDINADOR_DE ACTIVIDADES FOLKLORICAS,,0,04/03/19
347,COORDINADOR_DE ACTIVIDADES RECREATIVAS Y CULTURALES,COORDINADOR_DE ACTIVIDADES RECREATIVAS Y CULTURALES,,0,04/03/19
348,COORDINADOR_DE ADIESTRAMIENTO,COORDINADOR_DE ADIESTRAMIENTO,,0,04/03/19
349,COORDINADOR_DE ASISTENCIA TECNICA ARTESANAL,COORDINADOR_DE ASISTENCIA TECNICA ARTESANAL,,0,04/03/19
350,COORDINADOR_DE ASISTENCIA TECNICA INTERNACIONAL,COORDINADOR_DE ASISTENCIA TECNICA INTERNACIONAL,,0,04/03/19
351,COORDINADOR_DE ASUNTOS COMUNITARIOS,COORDINADOR_DE ASUNTOS COMUNITARIOS,,0,04/03/19
352,COORDINADOR_DE ASUNTOS DEL AREA CANALERA,COORDINADOR_DE ASUNTOS DEL AREA CANALERA,,0,04/03/19
353,COORDINADOR_DE ASUNTOS INDIGENAS,COORDINADOR_DE ASUNTOS INDIGENAS,,0,04/03/19
354,COORDINADOR_DE AUDITORIA DE CONTRALORIA,COORDINADOR_DE AUDITORIA DE CONTRALORIA,,0,04/03/19
355,COORDINADOR_DE COMUNICACION Y RELACIONES PUBLICAS,COORDINADOR_DE COMUNICACION Y RELACIONES PUBLICAS,,0,04/03/19
356,COORDINADOR_DE COOPERACION TECNICA INTERNACIONAL,COORDINADOR_DE COOPERACION TECNICA INTERNACIONAL,,0,04/03/19
357,COORDINADOR_DE LA UNIDAD DE GESTISN ADMINISTRATIVA,COORDINADOR_DE LA UNIDAD DE GESTISN ADMINISTRATIVA,,0,04/03/19
358,COORDINADOR_DE LA UNIDAD DE TRAMITE,COORDINADOR_DE LA UNIDAD DE TRAMITE,,0,04/03/19
359,COORDINADOR_DE NUTRICION ESCOLAR,COORDINADOR_DE NUTRICION ESCOLAR,,0,04/03/19
360,COORDINADOR_DE PLANES Y PROGRAMAS,COORDINADOR_DE PLANES Y PROGRAMAS,,0,04/03/19
361,COORDINADOR_DE PLANES Y PROGRAMAS DE GESTION,COORDINADOR_DE PLANES Y PROGRAMAS DE GESTION,,1,04/03/19
362,COORDINADOR_DE PROMOTOR COMUNAL,COORDINADOR_DE PROMOTOR COMUNAL I,,0,04/03/19
363,COORDINADOR_DE PROMOTOR COMUNAL,COORDINADOR_DE PROMOTOR COMUNAL II,,0,04/03/19
364,COORDINADOR_DE PROYECTOS DE SUPERVISION,COORDINADOR_DE PROYECTOS DE SUPERVISION,,1,04/03/19
365,COORDINADOR_DE RIESGO TECNOLOGICO,COORDINADOR_DE RIESGO TECNOLOGICO,,0,04/03/19
366,COORDINADOR_DE SERVICIOS COMUNALES,COORDINADOR_DE SERVICIOS COMUNALES,,0,04/03/19
367,COORDINADOR_DE TRANSPORTE,COORDINADOR_DE TRANSPORTE,,0,04/03/19
368,COORDINADOR_DEL PROGRAMA DE NUTRICION Y DE SALUD ESCOLAR,COORDINADOR_DEL PROGRAMA DE NUTRICION Y DE SALUD ESCOLAR,,0,04/03/19
369,COORDINADOR_NACIONAL DE DESARROLLO COMUNAL,COORDINADOR_NACIONAL DE DESARROLLO COMUNAL,,0,04/03/19
370,CORRECTOR_DE ESTILO,CORRECTOR_DE ESTILO,,0,04/03/19
371,COSTURERA,COSTURERA,,0,04/03/19
372,COTIZADOR_DE PRECIOS,COTIZADOR_DE PRECIOS I,,0,04/03/19
373,COTIZADOR_DE PRECIOS,COTIZADOR_DE PRECIOS II,,0,04/03/19
374,COTIZADOR_DE PRECIOS,COTIZADOR_DE PRECIOS III (SUPERVISOR),,0,04/03/19
375,CUSTODIO_DE FIRMAS,CUSTODIO_DE FIRMAS,,0,04/03/19
376,CUSTODIO_DE MENORES,CUSTODIO_DE MENORES I,,0,04/03/19
377,CUSTODIO_DE MENORES,CUSTODIO_DE MENORES II,,0,04/03/19
378,CUSTODIO_DE VALORES DEL ESTADO,CUSTODIO_DE VALORES DEL ESTADO,,0,04/03/19
379,CUSTODIO,CUSTODIO_II,,0,04/03/19
380,CUSTODIO,CUSTODIO_III (SUPERVISOR),,0,04/03/19
381,CUSTODIO_PENITENCIARIO,CUSTODIO_PENITENCIARIO,,0,04/03/19
382,DEFENSOR_ASISTENTE,DEFENSOR_ASISTENTE,,0,04/03/19
383,DEFENSOR_DE OFICIO CIRCUITAL,DEFENSOR_DE OFICIO CIRCUITAL,,1,04/03/19
384,DEFENSOR_DE OFICIO DISTRITAL,DEFENSOR_DE OFICIO DISTRITAL,,1,04/03/19
385,DEFENSOR_DEL PUEBLO,DEFENSOR_DEL PUEBLO,P,1,04/03/19
386,DEFENSOR_PUBLICO,DEFENSOR_PUBLICO,,1,04/03/19
387,DEFISCAL_ELECTORAL PRIMERO DEL SEGUNDO DISTRITO JUDICIAL,DEFISCAL_ELECTORAL PRIMERO DEL SEGUNDO DISTRITO JUDICIAL,P,1,04/03/19
388,DESPACHADOR_DE ALIMENTOS,DESPACHADOR_DE ALIMENTOS,,0,04/03/19
389,DESPACHADOR_DE COMBUSTIBLE,DESPACHADOR_DE COMBUSTIBLE,,0,04/03/19
390,DESPACHADOR_DE EQUIPO RODANTE,DESPACHADOR_DE EQUIPO RODANTE,,0,04/03/19
391,DESPACHADORES_DEL CENTRO DE LLAMADAS,DESPACHADORES_DEL CENTRO DE LLAMADAS,,0,04/03/19
392,DETECTIVE,DETECTIVE_I,,0,04/03/19
393,DETECTIVE,DETECTIVE_II,,0,04/03/19
394,DETECTIVE,DETECTIVE_III,,0,04/03/19
395,DETECTIVE,DETECTIVE_IV,,0,04/03/19
396,DIBUJANTE,DIBUJANTE_ I,,0,04/03/19
397,DIBUJANTE_CALCULISTA TECNICO,DIBUJANTE_CALCULISTA TECNICO I,,0,04/03/19
398,DIBUJANTE_CALCULISTA TECNICO,DIBUJANTE_CALCULISTA TECNICO II,,0,04/03/19
399,DIBUJANTE_CALCULISTA TECNICO,DIBUJANTE_CALCULISTA TECNICO III (SUPERVISOR),,0,04/03/19
400,DIBUJANTE_CARTOGRAFO,DIBUJANTE_CARTOGRAFO I,,0,04/03/19
401,DIBUJANTE_CARTOGRAFO,DIBUJANTE_CARTOGRAFO II,,0,04/03/19
402,DIBUJANTE,DIBUJANTE_II,,0,04/03/19
403,DIBUJANTE,DIBUJANTE_III (SUPERVISOR),,0,04/03/19
404,DIGITALIZADOR,DIGITALIZADOR,,0,04/03/19
405,DIPUTADO,DIPUTADO,P,2,04/03/19
406,DIRECTOR_ENTIDAD,DIRECTOR_(A) DE ANALISIS ECONOMICO Y SOCIAL,P,1,04/03/19
407,DIRECTOR_ENTIDAD,"DIRECTOR_(A) DE INVERSIONES, CONCESIONES Y RIESGOS DEL ESTAD",P,1,04/03/19
408,DIRECTOR_ENTIDAD,DIRECTOR_(A) DE POLITICAS PUBLICAS,P,1,04/03/19
409,DIRECTOR_ENTIDAD,DIRECTOR_(A) DE PROGRAMACION DE INVERSIONES,P,1,04/03/19
410,DIRECTOR_ENTIDAD,DIRECTOR_(A) DE PROYECCION SOCIAL,P,1,04/03/19
411,DIRECTOR_ENTIDAD,DIRECTOR_(A) DE TECNOLOGIA E INFORMATICA,P,1,04/03/19
412,DIRECTOR_ADMINISTRATIVO,DIRECTOR_ADMINISTRATIVO,P,1,04/03/19
413,DIRECTOR_ENTIDAD,DIRECTOR_DE ABASTECIMIENTO Y ALMACEN,P,1,04/03/19
414,DIRECTOR_ENTIDAD,DIRECTOR_DE ADMINISTRACION DE PROYECTOS,P,1,04/03/19
415,DIRECTOR_ENTIDAD,DIRECTOR_DE ADMINISTRACION Y FINANZAS,P,1,04/03/19
416,DIRECTOR_ENTIDAD,DIRECTOR_DE ANALISIS FINANCIERO,P,1,04/03/19
417,DIRECTOR_ENTIDAD,DIRECTOR_DE ARQUITECTURA E INGENIERIA,P,1,04/03/19
418,DIRECTOR_ENTIDAD,DIRECTOR_DE ASESORIA JURIDICA,P,1,04/03/19
419,DIRECTOR_ENTIDAD,DIRECTOR_DE ASESORIA LEGAL PARLAMENTARIA,P,1,04/03/19
420,DIRECTOR_ENTIDAD,DIRECTOR_DE ASESORIA LEGISLATIVA,P,1,04/03/19
421,DIRECTOR_ENTIDAD,DIRECTOR_DE ASUNTOS INSTITUCIONALES DE SEGURIDAD PUBLICA,P,1,04/03/19
422,DIRECTOR_ENTIDAD,DIRECTOR_DE ASUNTOS PENITENCIARIOS,P,1,04/03/19
423,DIRECTOR_ENTIDAD,DIRECTOR_DE AUDITORIA INTERNA.,P,1,04/03/19
424,DIRECTOR_ENTIDAD,DIRECTOR_DE AUDITORIA Y FISCALIZACION FINANCIERA,P,1,04/03/19
425,DIRECTOR_ENTIDAD,DIRECTOR_DE BANDA DE MUSICA,P,1,04/03/19
426,DIRECTOR_ENTIDAD,DIRECTOR_DE BIENES PATRIMONIALES DEL ESTADO,P,1,04/03/19
427,DIRECTOR_ENTIDAD,DIRECTOR_DE CENTRO DE ORIENTACION INFANTIL,P,1,04/03/19
428,DIRECTOR_ENTIDAD,DIRECTOR_DE CENTRO EXPERIMENTAL DE INGENIERIA,P,1,04/03/19
429,DIRECTOR_ENTIDAD,DIRECTOR_DE CENTRO PENITENCIARIO I,P,1,04/03/19
430,DIRECTOR_ENTIDAD,DIRECTOR_DE CENTRO PENITENCIARIO II,P,1,04/03/19
431,DIRECTOR_ENTIDAD,DIRECTOR_DE CENTRO PENITENCIARIO III,P,1,04/03/19
432,DIRECTOR_ENTIDAD,DIRECTOR_DE CULTURA,P,1,04/03/19
433,DIRECTOR_ENTIDAD,DIRECTOR_DE DOCUMENTACION Y PUBLICACIONES.,P,1,04/03/19
434,DIRECTOR_ENTIDAD,DIRECTOR_DE ESCUELA JUDICIAL,P,1,04/03/19
435,DIRECTOR_ENTIDAD,DIRECTOR_DE ESTADISTICA,P,1,04/03/19
436,DIRECTOR_ENTIDAD,DIRECTOR_DE FINANCIAMIENTO PUBLICO,P,1,04/03/19
437,DIRECTOR_ENTIDAD,DIRECTOR_DE FINANZAS,P,1,04/03/19
438,DIRECTOR_ENTIDAD,DIRECTOR_DE HOSPITALES NACIONALES,P,1,04/03/19
439,DIRECTOR_ENTIDAD,DIRECTOR_DE INFORMACION Y RELACIONES PUBLICAS,P,1,04/03/19
440,DIRECTOR_ENTIDAD,DIRECTOR_DE INFRAESTRUCTURA Y SERVICIOS GENERALES.,P,1,04/03/19
441,DIRECTOR_ENTIDAD,DIRECTOR_DE INGENIERIA,P,1,04/03/19
442,DIRECTOR_ENTIDAD,DIRECTOR_DE INVESTIGACION ADMINISTRATIVA,P,1,04/03/19
443,DIRECTOR_ENTIDAD,DIRECTOR_DE INVESTIGACION Y CAPACITACION DE LA PROCURADURIA,P,1,04/03/19
444,DIRECTOR_ENTIDAD,DIRECTOR_DE JUNTAS DE CONCILIACION Y DECISION,P,1,04/03/19
445,DIRECTOR_ENTIDAD,DIRECTOR_DE LA OFICINA JUDICIAL,P,1,04/03/19
446,DIRECTOR_ENTIDAD,DIRECTOR_DE LA UNIDAD DE PROTOCOLO PARLAMENTARIO.,P,1,04/03/19
447,DIRECTOR_ENTIDAD,DIRECTOR_DE LA UNIDAD DE RELACIONES INTERNACIONALES,P,1,04/03/19
448,DIRECTOR_ENTIDAD,DIRECTOR_DE PERSONAL DE EDUCACION,P,1,04/03/19
449,DIRECTOR_ENTIDAD,DIRECTOR_DE PLANIFICACION,P,1,04/03/19
450,DIRECTOR_ENTIDAD,DIRECTOR_DE PRESUPUESTO DE LA NACION,P,1,04/03/19
451,DIRECTOR_ENTIDAD,DIRECTOR_DE PROTOCOLO Y CEREMONIAL DEL   ESTADO,P,1,04/03/19
452,DIRECTOR_ENTIDAD,DIRECTOR_DE PROTOCOLO Y RELACIONES INTERNACIONALES,P,1,04/03/19
453,DIRECTOR_ENTIDAD,DIRECTOR_DE RECURSOS HUMANOS (CORTE SUPREMA DE JUSTICIA),P,1,04/03/19
454,DIRECTOR_ENTIDAD,DIRECTOR_DE RECURSOS HUMANOS DE LA ASAMBLEA LEGISLATIVA,P,1,04/03/19
455,DIRECTOR_ENTIDAD,DIRECTOR_DE RELACIONES PUBLICAS,P,1,04/03/19
456,DIRECTOR_ENTIDAD,DIRECTOR_DE SERVICIOS GENERALES,P,1,04/03/19
457,DIRECTOR_ENTIDAD,DIRECTOR_DE SERVICIOS POSTALES Y TELEGRAFICOS,P,1,04/03/19
458,DIRECTOR_ENTIDAD,DIRECTOR_DE SISTEMAS INFORMATICOS.,P,1,04/03/19
459,DIRECTOR_ENTIDAD,DIRECTOR_DE SISTEMATIZACION DE DATOS,P,1,04/03/19
460,DIRECTOR_ENTIDAD,DIRECTOR_DE TELEVISORA EDUCATIVA,P,1,04/03/19
461,DIRECTOR_ENTIDAD,DIRECTOR_DE TESORERIA,P,1,04/03/19
462,DIRECTOR_ENTIDAD,DIRECTOR_DEL INSTITUTO DE MEDICINA LEGAL,P,1,04/03/19
463,DIRECTOR_GENERAL,DIRECTOR_EJECUTIVO INSTITUCIONAL,P,1,04/03/19
464,DIRECTOR_GENERAL,DIRECTOR_GENERAL,P,1,04/03/19
465,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE CARRERA ADMINISTRATIVA,P,1,04/03/19
466,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE CEDULACION,P,1,04/03/19
467,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE CORREOS Y TELEGRAFOS,P,1,04/03/19
468,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE EMPLEO,P,1,04/03/19
469,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE INGRESOS,P,1,04/03/19
470,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE ORGANIZACION ELECTORAL,P,1,04/03/19
471,DIRECTOR_GENERAL,DIRECTOR_GENERAL DE TRABAJO,P,1,04/03/19
472,DIRECTOR_GENERAL,DIRECTOR_GENERAL DEL REGISTRO CIVIL,P,1,04/03/19
473,DIRECTOR_GENERAL,DIRECTOR_GENERAL DEL SERVICIO DE PROTECCION INSTITUCIONAL,P,1,04/03/19
474,DIRECTOR_NACIONAL,DIRECTOR_GENERAL DEL SERVICIO NACIONAL DE MIGRACION,P,1,04/03/19
475,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL,P,1,04/03/19
476,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE ASESORIA EN ASUNTOS PLENARIOS,P,1,04/03/19
477,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE ASESORIA LEGAL Y TECNICA DE COMISIONES,P,1,04/03/19
478,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE ASISTENCIA SOCIAL,P,1,04/03/19
479,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE COMERCIO E INDUSTRIAS,P,1,04/03/19
480,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE CONTRALORIA GENERAL DE LA REPUBLICA,P,1,04/03/19
481,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE EDUCACION,P,1,04/03/19
482,DIRECTOR_NACIONAL,DIRECTOR_NACIONAL DE MEDIOS DE COMUNICACION SOCIAL,P,1,04/03/19
483,DIRECTOR_PROVINCIAL DE EDUCACION,DIRECTOR_NAL. DE PLANIF. DE RECURSOS HUMANOS,P,1,04/03/19
484,DIRECTOR_PROVINCIAL,DIRECTOR_PROVINCIAL DE EDUCACION,P,1,04/03/19
485,DIRECTOR_PROVINCIAL,DIRECTOR_PROVINCIAL I,P,1,04/03/19
486,DIRECTOR_REGIONAL,DIRECTOR_PROVINCIAL II,P,1,04/03/19
487,DIRECTOR_REGIONAL,DIRECTOR_REGIONAL,P,1,04/03/19
488,DIRECTOR_TECNICO,DIRECTOR_TECNICO DE ADMINISTRACION DE RECURSOS HUMANOS,P,0,04/03/19
489,DIRECTOR_TECNICO,DIRECTOR_TECNICO DE COMERCIO E INDUSTRIAS,P,0,04/03/19
490,DIRECTOR_TECNICO,DIRECTOR_TECNICO DE EDUCACION,,0,04/03/19
491,DISENADOR_DE INTERIORES,DISENADOR_DE INTERIORES,,0,04/03/19
492,DISEQADOR_GRAFICO,DISENADOR_GRAFICO SUPERVISOR,,0,04/03/19
493,DISEQADOR_GRAFICO,DISEQADOR_GRAFICO,,0,04/03/19
494,DIVISIONARIO_DE OBRAS PUBLICAS,DIVISIONARIO_DE OBRAS PUBLICAS,,0,04/03/19
495,DIVISIONARIO_DE POLITICA EXTERIOR,DIVISIONARIO_DE POLITICA EXTERIOR,,0,04/03/19
496,DOCUMENTALISTA,DOCUMENTALISTA_I,,0,04/03/19
497,DOCUMENTALISTA,DOCUMENTALISTA_II,,0,04/03/19
498,EBANISTA,EBANISTA_I,,0,04/03/19
499,EBANISTA,EBANISTA_II,,0,04/03/19
500,EBANISTA,EBANISTA_III  (SUPERVISOR),,0,04/03/19
501,ECONOMISTA,ECONOMISTA_I,,0,04/03/19
502,ECONOMISTA,ECONOMISTA_II,,0,04/03/19
503,ECONOMISTA,ECONOMISTA_III (SUPERVISOR),,0,04/03/19
504,ECONOMO,ECONOMO_I,,0,04/03/19
505,EDITOR_DE NOTICIAS,EDITOR_DE NOTICIAS,,0,04/03/19
506,EDITOR_DE PROGRAMA DE TELEVISION,EDITOR_DE PROGRAMA DE TELEVISION,,0,04/03/19
507,EDUCADOR_MAESTRO,EDUCADOR_(MAESTRO DE 3A.CATEGORIA),,0,04/03/19
508,EDUCADOR_MAESTRO,EDUCADOR_A 1 (MAESTRO DE ASIGNATURA ESPECIAL),,0,04/03/19
509,EDUCADOR_MAESTRO,EDUCADOR_B 1 (MAESTRO CON TIT. DE MAESTRO DE ENSEÑANZA PRIM.,,0,04/03/19
510,EDUCADOR_MAESTRO,EDUCADOR_C 1 (MAESTRO DIRECTOR),,0,04/03/19
511,EDUCADOR_DIRECTOR,EDUCADOR_D 1 (DIRECTOR ESCUELA PRIMARIA DE 3A. CAT.),,0,04/03/19
512,EDUCADOR_PROFESOR,EDUCADOR_D 2 (PROFESOR DE EDUCACION SEC DE 3A. CAT.),,0,04/03/19
513,EDUCADOR_PROFESOR,EDUCADOR_D 3 (PROFESOR VOCACIONAL DE 3RA. Y 4TA. CATEGORIA),,0,04/03/19
514,EDUCADOR_SUBDIRECTOR,EDUCADOR_D 4 (SUB-DIRECTOR DE ESCUELA PRIM. SIN TIT. UNIV.),,0,04/03/19
515,EDUCADOR_PROFESOR,EDUCADOR_E 1 (PROFESOR EDUCACION SECUNDARIA VOC. DE 2DA. CAT,,0,04/03/19
516,EDUCADOR_DIRECTOR,EDUCADOR_E 2 (DIRECTOR DE ESCUELA PRIMARIA DE 2DA. CATEGORIA,,0,04/03/19
517,EDUCADOR_SUBDIRECTOR,EDUCADOR_E 3 (SUB-DIRECTOR CENTRO BASICO TIT.M.ENS.PRIM.),,0,04/03/19
518,EDUCADOR_MAESTRO,EDUCADOR_F 1 (MAESTRO ESC.PRIM.TIT.PROF EDUC.PRIM.),,0,04/03/19
519,EDUCADOR_MAESTRO,EDUCADOR_F 2 (MAESTRO ESC.PRIM.TIT.UNIV LIC.EDUC.),,0,04/03/19
520,EDUCADOR_MAESTRO,EDUCADOR_F 3 (MAESTRO ESC.PRIM.TIT.UNIV PROF.ED.PRE-ESC.),,0,04/03/19
521,EDUCADOR_MAESTRO,EDUCADOR_F 4 (MAESTRO ESC.PRIM.TIT.UNIV PROF.ED.BAS.),,0,04/03/19
522,EDUCADOR_MAESTRO,EDUCADOR_F 5 (MAESTRO ESC.PRIM.2 AÑOS UNIV.),,0,04/03/19
523,EDUCADOR_DIRECTOR,EDUCADOR_G 3 (MAESTRO DIRECTOR TIT.UNIV LIC.EDUC.),,0,04/03/19
524,EDUCADOR_DIRECTOR,EDUCADOR_H 1 (DIRECTOR ESC.PRIM.1RA.CAT.SIN TIT.UNIV.),,0,04/03/19
525,EDUCADOR_DIRECTOR,EDUCADOR_H 10 (DIRECTOR ESC.PRIM.TIT.UNIV. EDUC.PRIM),,0,04/03/19
526,EDUCADOR_DIRECTOR,EDUCADOR_H 11 (DIRECTOR ESC.PRIM.3RA.CAT.TIT.UNIV.PROF.ED.BA,,0,04/03/19
527,EDUCADOR_SUPERVISOR,EDUCADOR_H 2 (SUPERVISOR PROV. DE EDUC. PRIM. TIT. MAEST. ED,,0,04/03/19
528,EDUCADOR_SUPERVISOR,EDUCADOR_H 3 (SUPERVISOR PROV.SIN TIT.  UNIV.NI ESPEC.),,0,04/03/19
529,EDUCADOR_PROFESOR,EDUCADOR_I 1 (PROFESOR SEC.2DA.CAT.LIC.N.E.S.E.),,0,04/03/19
530,EDUCADOR_PROFESOR,EDUCADOR_I 2 (PROFESOR VOC.IND.DE 2DA.CAT.),,0,04/03/19
531,EDUCADOR_PROFESOR,EDUCADOR_I 3 (PROFESOR EDUC.SEC.PREP.   ESP.2 AÑOS UNIV.),,0,04/03/19
532,EDUCADOR_PROFESOR,EDUCADOR_I 4 (PROFESOR EDUC.BAS.GRAL.TIT.UNIV.),,0,04/03/19
533,EDUCADOR_PROFESOR,EDUCADOR_I 5 (PROFESOR SEC.TIT.UNIV.TEC ING.2 AÑOS UNIV.),,0,04/03/19
534,EDUCADOR_PROFESOR,EDUCADOR_I 6 (PROFESOR SEC.TIT.TEC.NIV. SUP.ESP.),,0,04/03/19
535,EDUCADOR_MAESTRO,EDUCADOR_J 1 (MAESTRO ESC.PRIM.TIT.PROF EDUC.SEC.),,0,04/03/19
536,EDUCADOR_MAESTRO,EDUCADOR_K 1 (MAESTRO DIRECTOR TIT.UNIV.PROF.EDUC.SEC),,0,04/03/19
537,EDUCADOR_SUBDIRECTOR,EDUCADOR_L 1 (SUBDIRECTOR ESC.PRIM.TIT. UNIV.ED.SEC.),,0,04/03/19
538,EDUCADOR_DIRECTOR,EDUCADOR_L 2 (DIRECTOR ESPECIAL ESC.    PRIM.SIN.TIT.UNIV.),,0,04/03/19
539,EDUCADOR_DIRECTOR,EDUCADOR_L 3 (DIRECTOR ESC.PRIM.3RA.CAT. TIT. UNIV.PROF.SEC.,,0,04/03/19
