tariff_code,product_name
2309904100,"- - - Que contengan antibióticos o vitaminas, incluso mezclados entre sí"
2309904900,- - - Los demás
2309909000,- - Otros
2401101000,- - Virginia
2401102000,- - Burley
2401103000,- - Turco (oriental)
2401109000,- - Otros
2401201000,- - Virginia
2401202000,- - Burley
2401203000,- - Turco (oriental)
2401209000,- - Otros
2401301000,- - Virginia
2401302000,- - Burley
2401303000,- - Turco (oriental)
2401309000,- - Otros
2402100000,"- Cigarros (puros) (incluso despuntados) y cigarritos (puritos), que contengan tabaco"
2402200000,- Cigarrillos que contengan tabaco
2402900000,- Los demás
2403110000,- - Tabaco para pipa de agua mencionado en la Nota 1 de subpartida de este Capítulo
2403191000,"- - - Picadura de tabaco, para hacer cigarrillos"
2403199000,- - - Otros
2403910000,"- - Tabaco ""homogeneizado"" o ""reconstituido"""
2403990000,- - Los demás
2501001000,- Cloruro sódico con un mínimo de 99.9% de pureza
2501002000,- Sal refinada
2501009000,- Otros
2502000000,PIRITAS DE HIERRO SIN TOSTAR
2503000000,"AZUFRE DE CUALQUIER CLASE, EXCEPTO EL SUBLIMADO, EL PRECIPITADO Y EL COLOIDAL"
2504100000,- En polvo o en escamas
2504900000,- Los demás
2505100000,- Arenas silíceas y arenas cuarzosas
2505900000,- Las demás
2506100000,- Cuarzo
2506201000,- - En bruto o desbastada
2506209000,- - Otras
2507000000,"CAOLIN Y DEMAS ARCILLAS CAOLINICAS, INCLUSO CALCINADOS"
2508100000,- Bentonita
2508300000,- Arcillas refractarias
2508401000,- - Tierras decolorantes y tierras de batán
2508409000,- - Otras
2508500000,"- Andalucita, cianita y silimanita"
2508600000,- Mullita
2508700000,- Tierras de chamota o de dinas
2509000000,CRETA
2510100000,- Sin moler
2510200000,- Molidos
2511100000,- Sulfato de bario natural (baritina)
2511200000,- Carbonato de bario natural (witherita)
2512000000,"HARINAS SILICEAS FOSILES (POR EJEMPLO: ""KIESELGUHR"", TRIPOLITA, DIATOMITA) Y DEMAS TIERRAS SILICEAS ANALOGAS, DE DENSIDAD APARENTE INFERIOR O IGUAL A 1, INCLUSO CALCINADAS"
2513101000,"- - En bruto o en trozos irregulares, incluida la quebrantada (grava de piedra pómez o “bimskies”)"
2513109000,- - Otras
2513200000,"- Esmeril, corindón natural, granate natural y demás abrasivos naturales"
2514000000,"PIZARRA, INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA, POR ASERRADO O DE OTRO MODO, EN BLOQUES O EN PLACAS CUADRADAS O RECTANGULARES."
2515110000,- - En bruto o desbastados
2515120000,"- - Simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares"
2515200000,"- ""Ecaussines"" y demás piedras calizas de talla o de construcción; alabastro"
2516110000,- - En bruto o desbastado
2516120000,"- - Simplemente troceado, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares"
2516201000,- - En bruto o desbastada
2516202000,"- - Simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares"
2516900000,- Las demás piedras de talla o de construcción
2517100000,"- Cantos, grava, piedras machacadas, de los tipos generalmente utilizados para hacer hormigón, o para firmes de carreteras, vías férreas u otros balastos, guijarros y pedernal, incluso tratados térmicamente"
2517200000,"- Macadán de escorias o de desechos industriales similares, incluso con materiales citados en la subpartida 2517.10"
2517300000,- Macadán alquitranado
2517410000,- - De mármol
2517490000,- - Los demás
2518100000,"- Dolomita sin calcinar ni sinterizar, llamada ""cruda"""
2518200000,- Dolomita calcinada o sinterizada
2518300000,- Aglomerado de dolomita
2519100000,- Carbonato de magnesio natural (magnesita)
2519900000,- Los demás
2520100000,- Yeso natural; anhidrita
2520200000,- Yeso fraguable
2521000000,CASTINAS; PIEDRAS PARA LA FABRICACION DE CAL O DE CEMENTO
2522100000,- Cal viva
2522200000,- Cal apagada
2522300000,- Cal hidráulica
2523100000,- Cementos sin pulverizar o clinker
2523210000,"- - Cemento blanco, incluso coloreado artificialmente"
2523290000,- - Los demás
2523300000,- Cementos aluminosos
2523900000,- Los demás cementos hidráulicos
2524100000,- Crocidolita
2524901000,- - Actinolita
2524902000,- - Antofilita
2524903000,- - Tremolita
2524904000,- - Amosita (amianto marrón)
2524905000,- - Crisotilo (amianto blanco)
2524909000,- - Otros
2525100000,"- Mica en bruto o exfoliada en hojas o en laminillas irregulares (""splittings"")."
2525200000,- Mica en polvo
2525300000,- Desperdicios de mica
2526100000,- Sin triturar ni pulverizar
2526200000,- Triturados o pulverizados
2528001000,- Boratos de sodio naturales y sus concentrados (incluso calcinados)
2528009000,- Los demás
2529100000,- Feldespato
2529210000,- - Con un contenido de fluoruro de calcio inferior o igual al 97% en peso
2529220000,- - Con un contenido de fluoruro de calcio superior al 97% en peso
2529300000,- Leucita; nefelina y nefelina sienita
2530100000,"- Vermiculita, perlita y cloritas, sin dilatar"
2530200000,"- Kieserita, epsomita (sulfatos de magnesio naturales)"
2530901000,- - Criolita natural; quiolita natural
2530902000,- - Oxidos de hierro micáceos naturales
2530909000,- - Otras
2601110000,- - Sin aglomerar
2601120000,- - Aglomerados
2601200000,- Piritas de hierro tostadas (cenizas de piritas)
2602000000,"MINERALES DE MANGANESO Y SUS CONCENTRADOS, INCLUIDOS LOS MINERALES DE MANGANESO FERRUGINOSOS Y SUS CONCENTRADOS CON UN CONTENIDO DE MANGANESO SUPERIOR O IGUAL AL 20% EN PESO, CALCULADO SOBRE PRODUCTO SECO"
2603000000,MINERALES DE COBRE Y SUS CONCENTRADOS
2604000000,MINERALES DE NIQUEL Y SUS CONCENTRADOS
2605000000,MINERALES DE COBALTO Y SUS CONCENTRADOS
2606000000,MINERALES DE ALUMINIO Y SUS CONCENTRADOS
2607000000,MINERALES DE PLOMO Y SUS CONCENTRADOS
2608000000,MINERALES DE CINC Y SUS CONCENTRADOS
2609000000,MINERALES DE ESTAÑO Y SUS CONCENTRADOS
2610000000,MINERALES DE CROMO Y SUS CONCENTRADOS
2611000000,MINERALES DE VOLFRAMIO (TUNGSTENO) Y SUS CONCENTRADOS
2612100000,- Minerales de uranio y sus concentrados
2612200000,- Minerales de torio y sus concentrados
2613100000,- Tostados
2613900000,- Los demás
2614000000,MINERALES DE TITANIO Y SUS CONCENTRADOS
2615100000,- Minerales de circonio y sus concentrados
2615900000,- Los demás
2616100000,- Minerales de plata y sus concentrados
2616901000,- - De oro
2616909000,- - Otros
2617100000,- Minerales de antimonio y sus concentrados
2617900000,- Los demás
2618000000,ESCORIAS GRANULADAS (ARENA DE ESCORIAS) DE LA SIDERURGIA
2619000000,"ESCORIAS (EXCEPTO LAS GRANULADAS), BATIDURAS Y DEMAS DESPERDICIOS DE LA SIDERURGIA"
2620110000,- - Matas de galvanización
2620190000,- - Los demás
2620210000,- - Lodos de gasolina con plomo y lodos de compuestos antidetonantes con plomo
2620290000,- - Los demás
2620300000,- Que contengan principalmente cobre
2620400000,- Que contengan principalmente aluminio
2620600000,"- Que contengan arsénico, mercurio, talio o sus mezclas, de los tipos utilizados para la extracción de arsénico o de estos metales o para la elaboración de sus compuestos químicos"
2620910000,"- - Que contengan antimonio, berilio, cadmio, cromo, o sus mezclas"
2620990000,- - Los demás
2621100000,- Cenizas y residuos procedentes de la incineración de desechos y desperdicios municipales
2621900000,- Las demás
2701110000,- - Antracitas
2701120000,- - Hulla bituminosa
2701190000,- - Las demás hullas
2701200000,"- Briquetas, ovoides y combustibles sólidos similares, obtenidos de la hulla"
2702100000,"- Lignitos, incluso pulverizados, pero sin aglomerar"
2702200000,- Lignitos aglomerados
2703000000,"TURBA (COMPRENDIDA LA UTILIZADA PARA CAMA DE ANIMALES), INCLUSO AGLOMERADA"
2704001000,- Coque de hulla
2704009000,- Otros
2705000000,"GAS DE HULLA, GAS DE AGUA, GAS POBRE Y GASES SIMILARES, EXCEPTO EL GAS DE PETROLEO Y DEMAS HIDROCARBUROS GASEOSOS"
2706000000,"ALQUITRANES DE HULLA, LIGNITO O TURBA Y DEMAS ALQUITRANES MINERALES, AUNQUE ESTEN DESHIDRATADOS O DESCABEZADOS, INCLUIDOS LOS ALQUITRANES RECONSTITUIDOS"
2707100000,- Benzol (benceno)
2707200000,- Toluol (tolueno)
2707300000,- Xilol (xilenos)
2707400000,- Naftaleno
2707500000,"- Las demás mezclas de hidrocarburos aromáticos que destilen, incluidas las pérdidas, una proporción superior o igual al 65% en volumen a 250 °C, según la Norma ISO 3405 (equivalente a la Norma ASTM D 86)"
2707910000,- - Aceites de creosota
2707991000,- - - Fenoles
2707999000,- - - Otros
2708100000,- Brea
2708200000,- Coque de brea
2709001000,- Petróleo crudo
2709009000,- Otros
2710121000,- - - Éter de petróleo
2710122000,- - - Gasolina de aviación
2710123000,- - - Las demás gasolinas
2710124000,- - - Espíritu blanco (“White spirit”)
2710125100,- - - - Nafta
2710125900,- - - - Los demás
2710129000,- - - Otros
2710191100,- - - - Keroseno para motores de reacción (“Avjet turbo fuel”)
2710191200,- - - - Los demás kerosenos
2710191300,- - - - Otros aceites para uso industrial
2710191900,- - - - Los demás
2710192100,- - - - Diésel oil (Gas oil) 
2710192200,- - - - Fuel oil No. 6 (Bunker C)
2710192300,- - - - Los demás aceites combustibles (fuel oil)
2710192400,"- - - - Aceites básicos parafínicos o nafténicos, refinados"
2710192900,- - - - Los demás
2710199100,- - - - Aceites y grasas lubricantes
2710199200,- - - - Líquidos para sistemas hidráulicos
2710199300,"- - - - Aceites para uso agrícola, de los tipos utilizados para el control de plagas y enfermedades"
2710199900,- - - - Las demás
2710201000,- - Aceites ligeros (livianos) y sus preparaciones
2710202000,- - Aceites medios y sus preparaciones
2710203000,- - Aceites pesados y sus preparaciones
2710209000,"- - Las demás preparaciones, no expresadas ni comprendidas en otra parte"
2710910000,"- - Que contengan bifenilos policlorados (PCB), terfenilos policlorados (PCT) o bifenilos polibromados (PBB)"
2710990000,- - Los demás 
2711110000,- - Gas natural
2711120000,- - Propano
2711130000,- - Butanos
2711140000,"- - Etileno, propileno, butileno y butadieno"
2711190000,- - Los demás
2711210000,- - Gas natural
2711290000,- - Los demás
2712100000,- Vaselina
2712200000,- Parafina con un contenido de aceite inferior al 0.75% en peso
2712900000,- Los demás
2713110000,- - Sin calcinar
2713120000,- - Calcinado
2713200000,- Betún de petróleo
2713900000,- Los demás residuos de los aceites de petróleo o de mineral bituminoso
2714100000,- Pizarras y arenas bituminosas
2714900000,- Los demás
2715000000,"MEZCLAS BITUMINOSAS A BASE DE ASFALTO O DE BETUN NATURALES, DE BETUN DE PETROLEO, DE ALQUITRAN MINERAL O DE BREA DE ALQUITRAN MINERAL (POR EJEMPLO: MASTIQUES BITUMINOSOS, ""CUT BACKS"")"
2716000000,ENERGIA ELECTRICA
2801100000,- Cloro
2801200000,- Yodo
2801300000,- Flúor; bromo
2802000000,AZUFRE SUBLIMADO O PRECIPITADO; AZUFRE COLOIDAL
2803000000,CARBONO (NEGROS DE HUMO Y OTRAS FORMAS DE CARBONO NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE)
2804100000,- Hidrógeno
2804210000,- - Argón
2804290000,- - Los demás
2804300000,- Nitrógeno
2804400000,- Oxígeno
2804500000,- Boro; teluro
2804610000,- - Con un contenido de silicio superior o igual al 99.99% en peso
2804690000,- - Los demás
2804700000,- Fósforo
2804800000,- Arsénico
2804900000,- Selenio
2805110000,- - Sodio
2805120000,- - Calcio
2805190000,- - Los demás
2805300000,"- Metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí"
2805400000,- Mercurio
2806100000,- Cloruro de hidrógeno (ácido clorhídrico)
2806200000,- Acido clorosulfúrico
2807001000,- Acido sulfúrico de calidad reactivo
2807009000,- Otros
2808000000,ACIDO NITRICO; ACIDOS SULFONITRICOS
2809100000,- Pentaóxido de difósforo
2809200000,- Acido fosfórico y ácidos polifosfóricos
2810000000,OXIDOS DE BORO; ACIDOS BORICOS
2811110000,- - Fluoruro de hidrógeno (ácido fluorhídrico)
2811120000,- - Cianuro de hidrógeno (ácido cianhídrico) (CAS 74-90-8) 
2811192000,"- - - Acido perclórico (CAS 7601-90-3), con una concentración superior o igual al 72% en peso"
2811199000,- - - Otros
2811210000,- - Dióxido de carbono
2811220000,- - Dióxido de silicio
2811291000,- - - Dióxido de azufre 
2811299000,- - - Otros
2812110000,- - Dicloruro de carbonilo (fosgeno) (CAS 75-44-5)
2812120000,- - Oxicloruro de fósforo (CAS 10025-87-3)
2812130000,- - Tricloruro de fósforo (CAS 7719-12-2)
2812140000,- - Pentacloruro de fósforo (CAS 10026-13-8)
2812150000,- - Monocloruro de azufre (CAS 10025-67-9)
2812160000,- - Dicloruro de azufre (CAS 10545-99-0)
2812170000,- - Cloruro de tionilo (CAS 7719-09-7)
2812191000,- - - Tricloruro de arsénico (CAS 7784-34-1)
2812192000,- - - Los demás cloruros
2812193000,- - - Los demás oxicloruros
2812900000,- Los demás
2813100000,- Disulfuro de carbono
2813900000,- Los demás
2814100000,- Amoníaco anhidro (licuado)
2814200000,- Amoníaco en disolución acuosa
2815110000,- - Sólido
2815120000,- - En disolución acuosa (lejía de sosa o soda cáustica)
2815200000,- Hidróxido de potasio (potasa cáustica)
2815300000,- Peróxidos de sodio o de potasio
2816100000,- Hidróxido y peróxido de magnesio
2816400000,"- Oxidos, hidróxidos y peróxidos, de estroncio o de bario"
2817000000,OXIDO DE CINC; PEROXIDO DE CINC
2818100000,"- Corindón artificial, aunque no sea de constitución química definida"
2818200000,"- Oxido de aluminio, excepto el corindón artificial"
2818300000,- Hidróxido de aluminio
2819100000,- Trióxido de cromo
2819900000,- Los demás
2820100000,- Dióxido de manganeso
2820900000,- Los demás
2821100000,- Oxidos e hidróxidos de hierro
2821200000,- Tierras colorantes
2822000000,OXIDOS E HIDROXIDOS DE COBALTO; OXIDOS DE COBALTO COMERCIALES
2823000000,OXIDOS DE TITANIO
2824100000,"- Monóxido de plomo (litargirio, masicote)"
2824901000,- - Minio y minio anaranjado 
2824909000,- - Otros
2825100000,- Hidrazina e hidroxilamina y sus sales inorgánicas
2825200000,- Oxido e hidróxido de litio
2825300000,- Oxidos e hidróxidos de vanadio
2825400000,- Oxidos e hidróxidos de níquel
2825500000,- Oxidos e hidróxidos de cobre
2825600000,- Oxidos de germanio y dióxido de circonio
2825700000,- Oxidos e hidróxidos de molibdeno
2825800000,- Oxidos de antimonio
2825900000,- Los demás
2826120000,- - De aluminio
2826191000,- - - De amonio o sodio
2826199000,- - - Otros
2826300000,- Hexafluoroaluminato de sodio (criolita sintética)
2826901000,- - Fluorosilicatos de sodio o potasio 
2826909000,- - Otros
2827100000,- Cloruro de amonio
2827200000,- Cloruro de calcio
2827310000,- - De magnesio
2827320000,- - De aluminio
2827350000,- - De níquel
2827391000,- - - De hierro
2827392000,- - - De cobalto
2827393000,- - - De cinc
2827399000,- - - Otros
2827410000,- - De cobre
2827490000,- - Los demás
2827510000,- - Bromuros de sodio o potasio
2827590000,- - Los demás
2827600000,- Yoduros y oxiyoduros
2828100000,- Hipoclorito de calcio comercial y demás hipocloritos de calcio
2828901000,- - Hipoclorito de sodio
2828902000,- - Los demás hipocloritos
2828909000,- - Otros
2829110000,- - De sodio
2829190000,- - Los demás
2829901000,- - Bromato de potasio (CAS 7758-01-2)
2829902000,- - Yodato de potasio (CAS 7758-05-6)
2829903000,- - Yodato de calcio (CAS 7789-80-2)
2829909000,- - Otros 
2830100000,- Sulfuros de sodio
2830901000,- - Sulfuro de cinc 
2830902000,- - Sulfuro de cadmio 
2830909000,- - Otros
2831100000,- De sodio
2831900000,- Los demás
2832100000,- Sulfitos de sodio
2832200000,- Los demás sulfitos
2832300000,- Tiosulfatos
2833110000,- - Sulfato de disodio
2833190000,- - Los demás
2833210000,- - De magnesio
2833220000,- - De aluminio
2833240000,- - De níquel
2833250000,- - De cobre
2833270000,- - De bario
2833291000,- - - De cromo
2833292000,- - - De cinc
2833299000,- - - Otros
2833300000,- Alumbres
2833400000,- Peroxosulfatos (persulfatos)
2834100000,- Nitritos
2834210000,- - De potasio
2834290000,- - Los demás
2835100000,- Fosfinatos (hipofosfitos) y fosfonatos (fosfitos)
2835220000,- - De monosodio o de disodio
2835240000,- - De potasio
2835250000,- - Hidrogenoortofosfato de calcio (“fosfato dicálcico”)
2835260000,- - Los demás fosfatos de calcio
2835291000,- - - De trisodio
2835299000,- - - Otros
2835310000,- - Trifosfato de sodio (tripolifosfato de sodio)
2835390000,- - Los demás
2836200000,- Carbonato de disodio
2836300000,- Hidrogenocarbonato (bicarbonato) de sodio
2836400000,- Carbonatos de potasio
2836500000,- Carbonato de calcio
2836600000,- Carbonato de bario
2836910000,- - Carbonatos de litio
2836920000,- - Carbonato de estroncio
2836991000,- - - Carbonato de amonio comercial y demás carbonatos de amonio
2836992000,- - - Carbonatos de plomo
2836999000,- - - Otros
2837110000,- - De sodio
2837190000,- - Los demás
2837200000,- Cianuros complejos
2839110000,- - Metasilicatos
2839190000,- - Los demás
2839901000,- - De potasio
2839909000,- - Otros
2840110000,- - Anhidro
2840190000,- - Los demás
2840200000,- Los demás boratos
2840300000,- Peroxoboratos (perboratos)
2841300000,- Dicromato de sodio
2841501000,- - Cromatos de cinc o de plomo
2841502000,- - Dicromato de amonio (CAS 7789-09-5)
2841509000,- - Otros
2841610000,- - Permanganato de potasio
2841690000,- - Los demás
2841700000,- Molibdatos
2841800000,- Volframatos (tungstatos)
2841901000,- - Aluminatos
2841909000,- - Otros
2842100000,"- Silicatos dobles o complejos, incluidos los aluminosilicatos, aunque no sean de constitución química definida"
2842901000,"- - Fulminatos, cianatos y tiocianatos"
2842909000,- - Otras
2843100000,- Metal precioso en estado coloidal
2843210000,- - Nitrato de plata
2843290000,- - Los demás
2843300000,- Compuestos de oro
2843900000,- Los demás compuestos; amalgamas
2844100000,"- Uranio natural y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio natural o compuestos de uranio natural"
2844200000,"- Uranio enriquecido en U 235 y sus compuestos; plutonio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio enriquecido en U 235, plutonio o compuestos de estos productos"
2844300000,"- Uranio empobrecido en U 235 y sus compuestos; torio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio empobrecido en U 235, torio o compuestos de estos productos"
2844400000,"- Elementos e isótopos y compuestos, radiactivos, excepto los de las subpartidas 2844.10, 2844.20 ó 2844.30; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan estos elementos, isótopos o compuestos; residuos radiactivos"
2844500000,- Elementos combustibles (cartuchos) agotados (irradiados) de reactores nucleares
2845100000,- Agua pesada (óxido de deuterio)
2845900000,- Los demás
2846100000,- Compuestos de cerio
2846900000,- Los demás
2847001000,- Con una concentración superior al 70% en peso (CAS 7722-84-1)
2847009000,- Otros
2849100000,- De calcio
2849200000,- De silicio
2849900000,- Los demás
2850000000,"HIDRUROS, NITRUROS, AZIDUROS (AZIDAS), SILICIUROS Y BORUROS, AUNQUE NO SEAN DE CONSTITUCION QUIMICA DEFINIDA, EXCEPTO LOS COMPUESTOS QUE CONSISTAN IGUALMENTE EN CARBUROS DE LA PARTIDA 28.49"
2852100000,- De constitución química definida
2852900000,- Los demás
2853100000,- Cloruro de cianógeno (“chlorcyan”) (CAS 506-77-4)
2853900000,- Los demás
2901100000,- Saturados
2901210000,- - Etileno
2901220000,- - Propeno (propileno)
2901230000,- - Buteno (butileno) y sus isómeros
2901240000,"- - Buta-1,3-dieno e isopreno"
2901291000,- - - Acetileno
2901299000,- - - Otros
2902110000,- - Ciclohexano
2902191000,"- - - Canfeno (3,3 dimetil-2-metilenor canfano)"
2902199000,- - - Otros
2902200000,- Benceno
2902300000,- Tolueno
2902410000,- - o-Xileno
2902420000,- - m-Xileno
2902430000,- - p-Xileno
2902440000,- - Mezclas de isómeros del xileno
2902500000,- Estireno
2902600000,- Etilbenceno
2902700000,- Cumeno
2902900000,- Los demás
2903110000,- - Clorometano (cloruro de metilo) y cloroetano (cloruro de etilo)
2903120000,- - Diclorometano (cloruro de metileno)
2903130000,- - Cloroformo (triclorometano)
2903140000,- - Tetracloruro de carbono
2903150000,"- - Dicloruro de etileno (ISO) (1,2-dicloroetano)"
2903191000,"- - - 1,1,1,-Tricloroetano (metilcloroformo)"
2903199000,- - - Otros
2903210000,- - Cloruro de vinilo (cloroetileno)
2903220000,- - Tricloroetileno
2903230000,- - Tetracloroetileno (percloroetileno)
2903290000,- - Los demás
2903310000,"- - Dibromuro de etileno (ISO) (1,2-dibromoetano)"
2903391000,"- - - 1,1,3,3,3-Pentafluoro-2-(trifluorometil) de 1-propeno (CAS 382-21-8)"
2903392100,- - - - Difluorometano
2903392200,- - - - Trifluorometano
2903392900,- - - - Los demás
2903393100,- - - - Difluoroetano
2903393200,- - - - Trifluoroetano
2903393300,- - - - Tetrafluoroetano
2903393400,- - - - Pentafluoroetano
2903393900,- - - - Los demás
2903394000,- - - Metilbromuro
2903399000,- - - Otros
2903710000,- - Clorodifluorometano 
2903720000,- - Diclorotrifluoroetanos 
2903730000,- - Diclorofluoroetanos 
2903740000,- - Clorodifluoroetanos 
2903750000,- - Dicloropentafluoropropanos 
2903761000,- - - Bromoclorodifluorometano 
2903762000,- - - Bromotrifluorometano 
2903763000,- - - Dibromotetrafluoroetanos 
2903771000,- - - Triclorofluorometano 
2903772000,- - - Diclorodifluorometano 
2903773000,- - - Triclorotrifluoroetanos 
2903774100,- - - - Diclorotetrafluoroetanos 
2903774200,- - - - Cloropentafluoroetano 
2903775100,- - - - Clorotrifluorometano 
2903775200,- - - - Pentaclorofluoroetano 
2903775300,- - - - Tetraclorodifluoroetano 
2903775400,- - - - Los demás clorofluoroetanos 
2903775500,"- - - - Heptaclorofluoropropanos, hexaclorodifluoropropanos"
2903775600,"- - - - Pentaclorotrifluoropropanos, tetraclorotetrafluoropropanos "
2903775700,"- - - - Tricloropentafluoropropanos, diclorohexafluoropropanos"
2903775800,- - - - Cloroheptafluoropropanos 
2903775900,- - - - Los demás clorofluoropropanos
2903779000,- - - Otros 
2903780000,- - Los demás derivados perhalogenados 
2903791100,- - - - Diclorofluorometano 
2903791900,- - - - Los demás 
2903792200,"- - - - 2-cloro-1,1,1,2-tetrafluoroetano "
2903792500,- - - - Triclorofluoroetanos 
2903792900,- - - - Los demás 
2903793000,- - - Dibromocloropropano (DBCP) 
2903796000,- - - Bromofluorometano 
2903799000,- - - Otros 
2903810000,"- - 1,2,3,4,5,6-Hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI) "
2903821000,- - - Aldrina (ISO) 
2903822000,- - - Clordano (ISO) 
2903823000,- - - Heptacloro (ISO) 
2903830000,- - Mirex (ISO) (CAS 2385-85-5)
2903891000,- - - Canfecloro (Toxafeno) (CAS 8001-35-2)
2903899000,- - - Otros 
2903910000,"- - Clorobenceno, o-diclorobenceno y p-diclorobenceno"
2903921000,- - - Hexaclorobenceno (ISO) 
2903922000,"- - - DDT (ISO) (clofenotano (DCl), 1,1,1-tricloro-2,2-bis (p-clorofenil)etano) "
2903930000,- - Pentaclorobenceno (ISO) (CAS 608-93-5)
2903940000,- - Hexabromobifenilos (CAS 36355-01-8) 
2903990000,- - Los demás 
2904100000,"- Derivados solamente sulfonados, sus sales y sus ésteres etílicos"
2904200000,- Derivados solamente nitrados o solamente nitrosados
2904310000,- - Ácido perfluorooctano sulfónico (CAS 1763-23-1)
2904320000,- - Perfluorooctano sulfonato de amonio (CAS 29081-56-9)
2904330000,- - Perfluorooctano sulfonato de litio (CAS 29457-72-5)
2904340000,- - Perfluorooctano sulfonato de potasio (CAS 2795-39-3)
2904350000,- - Las demás sales del ácido perfluorooctano sulfónico
2904360000,- - Fluoruro de perfluorooctano sulfonilo (CAS 375-72-4)
2904910000,- - Tricloronitrometano (cloropicrina) (CAS 76-06-2)
2904991000,- - - Sulfonato de perfluorooctano (CAS 1763-23-1)
2904999000,- - - Otros
2905110000,- - Metanol (alcohol metílico)
2905120000,- - Propan-1-ol (alcohol propílico) y propan-2-ol (alcohol isopropílico)
2905130000,- - Butan-1-ol (alcohol n-butílico)
2905140000,- - Los demás butanoles
2905160000,- - Octanol (alcohol octílico) y sus isómeros
2905170000,"- - Dodecan-1-ol (alcohol laurílico), hexadecan-1-ol (alcohol cetílico) y octadecan-1-ol (alcohol estearílico)"
2905191000,- - - Pentanol (alcohol amílico) y sus isómeros 
2905199100,- - - - Alcohol pinacolílico (CAS 464-07-3)
2905199900,- - - - Los demás
2905220000,- - Alcoholes terpénicos acíclicos
2905290000,- - Los demás
2905310000,- - Etilenglicol (etanodiol)
2905320000,"- - Propilenglicol (propan-1,2-diol)"
2905390000,- - Los demás
2905410000,"- - 2-Etil-2-(hidroximetil)propan-1,3-diol (trimetilolpropano)"
2905420000,- - Pentaeritritol (pentaeritrita)
2905430000,- - Manitol
2905440000,- - D-glucitol (sorbitol)
2905450000,- - Glicerol
2905490000,- - Los demás
2905510000,- - Etclorvinol (DCI)
2905590000,- - Los demás
2906110000,- - Mentol
2906120000,"- - Ciclohexanol, metilciclohexanoles y dimetilciclohexanoles"
2906130000,- - Esteroles e inositoles
2906191000,- - - Terpineoles
2906199000,- - - Otros
2906210000,- - Alcohol bencílico
2906290000,- - Los demás
2907110000,- - Fenol (hidroxibenceno) y sus sales
2907120000,- - Cresoles y sus sales
2907130000,"- - Octilfenol, nonilfenol y sus isómeros; sales de estos productos"
2907150000,- - Naftoles y sus sales
2907191000,- - - Xilenoles y sus sales
2907199000,- - - Otros
2907210000,- - Resorcinol y sus sales
2907220000,- - Hidroquinona y sus sales
2907230000,"- - 4,4'-Isopropilidendifenol (bisfenol A, difenilolpropano) y sus sales"
2907291000,- - - Fenoles-alcoholes
2907299000,- - - Otros
2908110000,- - Pentaclorofenol (ISO)
2908190000,- - Los demás
2908910000,- - Dinoseb (ISO) y sus sales
2908920000,"- - 4,6-Dinitro-o-cresol (DNOC (ISO)) y sus sales"
2908991000,"- - - Derivados solamente sulfonados, sus sales y sus ésteres"
2908999100,- - - - Acido pícrico (trinitrofenol) (CAS 88-89-1)
2908999900,- - - - Otros 
2909110000,- - Eter dietílico (óxido de dietilo)
2909190000,- - Los demás
2909200000,"- Eteres ciclánicos, ciclénicos, cicloterpénicos, y sus derivados halogenados, sulfonados, nitrados o nitrosados"
2909301000,- - Éteres de octabromodifenilo
2909302000,- - Éteres de pentabromodifenilo 
2909309000,- - Otros
2909410000,"- - 2,2'-Oxidietanol (dietilenglicol)"
2909430000,- - Eteres monobutílicos del etilenglicol o del dietilenglicol
2909441000,- - - Eteres monometílicos del etilenglicol o del dietilenglicol
2909449000,- - - Otros
2909490000,- - Los demás
2909500000,"- Eteres-fenoles, éteres-alcoholes-fenoles, y sus derivados halogenados, sulfonados, nitrados o nitrosados"
2909600000,"- Peróxidos de alcoholes, peróxidos de éteres, peróxidos de cetonas, y sus derivados halogenados, sulfonados, nitrados o nitrosados"
2910100000,- Oxirano (óxido de etileno)
2910200000,- Metiloxirano (óxido de propileno)
2910300000,"- 1-Cloro-2,3-epoxipropano (epiclorhidrina)"
2910400000,"- Dieldrina (ISO, DCI)"
2910500000,- Endrina (ISO) (CAS 72-20-8)
2910900000,- Los demás
2911000000,"ACETALES Y SEMIACETALES, INCLUSO CON OTRAS FUNCIONES OXIGENADAS, Y SUS DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS O NITROSADOS"
2912110000,- - Metanal (formaldehído)
2912120000,- - Etanal (acetaldehído)
2912191000,"- - - Butanal (butiraldehído, isómero normal) "
2912199000,- - - Otros
2912210000,- - Benzaldehído (aldehído benzoico)
2912290000,- - Los demás
2912410000,- - Vainillina (aldehído metilprotocatéquico)
